"YEAR","MONTH","JURISDICTION","DETECTION_METHOD","FINES","ARRESTS","CHARGES","POSITIVE_RESULTS","TESTS_CONDUCTED"
2023,"12","NSW","Secondary Confirmatory (Stage 2)",1,0,0,6,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",1,0,1,14,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",1,0,2,3,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",1,0,3,4,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",1,0,4,10,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",2,0,1,9,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",2,0,2,4,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",2,0,7,9,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",2,0,16,18,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",3,0,1,4,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",3,0,3,6,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",3,0,5,8,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",3,0,7,10,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",3,0,10,13,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",3,0,11,14,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",4,0,8,24,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",5,0,2,7,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",5,0,7,12,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",5,0,9,14,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",5,0,21,26,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",5,0,32,37,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",5,0,45,50,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",6,0,1,7,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",6,0,8,14,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",6,0,9,15,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",6,0,11,17,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",6,0,17,23,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",6,0,21,27,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",7,0,11,18,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",9,0,4,13,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",9,0,12,21,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",10,0,14,48,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",10,0,50,60,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",12,0,8,20,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",18,0,21,39,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",18,0,48,66,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",22,0,78,100,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",29,0,87,116,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",30,0,110,140,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",31,0,26,57,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",33,0,86,119,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",34,0,29,63,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",36,0,24,60,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",37,0,45,82,488469
2023,"12","NSW","Secondary Confirmatory (Stage 2)",43,0,52,95,488469
2023,"12","NT","Indicator (Stage 1)",6,0,0,6,9492
2023,"12","NT","Indicator (Stage 1)",7,0,0,7,9492
2023,"12","NT","Indicator (Stage 1)",13,0,0,13,9492
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,0,0,551,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,0,1,12,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,0,2,9,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,0,3,6,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,0,4,14,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,1,7,44,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,2,1,0,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,4,82,322,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",0,5,93,447,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",3,0,0,2,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",5,0,7,0,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",6,0,0,3,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",8,0,0,8,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",15,0,5,24,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",20,0,2,17,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",35,0,6,46,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",55,10,62,0,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",67,6,31,94,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",224,54,258,0,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",261,33,343,0,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",327,4,55,332,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",453,2,111,582,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",499,1,115,621,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",538,12,293,925,62347
2023,"12","SA","Laboratory or Toxicology (Stage 3)",738,18,361,1270,62347
2023,"12","TAS","Indicator (Stage 1)",0,0,0,173,16268
2023,"12","VIC","Indicator (Stage 1)",0,0,0,813,395567
2023,"12","WA","Indicator (Stage 1)",0,0,0,665,232783
2023,"12","WA","Laboratory or Toxicology (Stage 3)",0,0,0,623,232783
2023,"12","WA","Not applicable",0,0,3,0,232783
2023,"12","WA","Not applicable",0,0,5,0,232783
2023,"12","WA","Not applicable",0,0,72,0,232783
2023,"12","WA","Not applicable",0,0,240,0,232783
2023,"12","WA","Not applicable",0,0,289,0,232783
2023,"12","WA","Secondary Confirmatory (Stage 2)",0,0,0,662,232783
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,2,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,4,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,3,3,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,4,4,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,6,6,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,1,2,2,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,2,3,3,8890
2024,"01","ACT","Laboratory or Toxicology (Stage 3)",0,2,6,6,8890
2024,"01","NSW","Indicator (Stage 1)",0,0,1,8,329721
2024,"01","NSW","Indicator (Stage 1)",0,0,2,10,329721
2024,"01","NSW","Indicator (Stage 1)",0,0,4,4,329721
2024,"01","NSW","Indicator (Stage 1)",0,0,6,6,329721
2024,"01","NSW","Indicator (Stage 1)",0,0,13,13,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,0,7,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,1,4,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,2,6,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,3,4,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,4,5,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,5,6,329721
2024,"01","NSW","Indicator (Stage 1)",1,0,6,14,329721
2024,"01","NSW","Indicator (Stage 1)",2,0,0,8,329721
2024,"01","NSW","Indicator (Stage 1)",2,0,2,4,329721
2024,"01","NSW","Indicator (Stage 1)",2,0,3,5,329721
2024,"01","NSW","Indicator (Stage 1)",2,0,6,8,329721
2024,"01","NSW","Indicator (Stage 1)",3,0,1,4,329721
2024,"01","NSW","Indicator (Stage 1)",3,0,8,33,329721
2024,"01","NSW","Indicator (Stage 1)",3,0,10,13,329721
2024,"01","NSW","Indicator (Stage 1)",4,0,6,10,329721
2024,"01","NSW","Indicator (Stage 1)",4,0,10,14,329721
2024,"01","NSW","Indicator (Stage 1)",4,0,12,32,329721
2024,"01","NSW","Indicator (Stage 1)",5,0,2,7,329721
2024,"01","NSW","Indicator (Stage 1)",5,0,3,8,329721
2024,"01","NSW","Indicator (Stage 1)",8,0,1,9,329721
2024,"01","NSW","Indicator (Stage 1)",13,0,14,27,329721
2024,"01","NSW","Indicator (Stage 1)",13,0,31,44,329721
2024,"01","NSW","Indicator (Stage 1)",14,0,16,30,329721
2024,"01","NSW","Indicator (Stage 1)",15,0,51,66,329721
2024,"01","NSW","Indicator (Stage 1)",16,0,48,64,329721
2024,"01","NSW","Indicator (Stage 1)",17,0,42,59,329721
2024,"01","NSW","Indicator (Stage 1)",18,0,17,35,329721
2024,"01","NSW","Indicator (Stage 1)",20,0,25,45,329721
2024,"01","NSW","Indicator (Stage 1)",21,0,14,35,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,27,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,8,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,6,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,19,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,4,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,6,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,3,12,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,5,6,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,6,7,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,8,9,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,6,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,1,3,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,2,4,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,4,6,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,6,8,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,7,9,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,8,10,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,19,21,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,0,6,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,1,4,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,5,8,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,6,9,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,7,10,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,25,28,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",4,0,2,12,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",5,0,2,7,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",7,0,20,27,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",8,0,2,10,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",8,0,23,31,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",9,0,19,28,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",11,0,12,23,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",11,0,31,42,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",11,0,36,47,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",13,0,15,28,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",13,0,40,53,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",16,0,14,30,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",17,0,17,34,329721
2024,"01","NSW","Laboratory or Toxicology (Stage 3)",19,0,20,39,329721
2024,"01","NT","Indicator (Stage 1)",0,5,8,8,3245
2024,"01","NT","Indicator (Stage 1)",11,1,19,30,3245
2024,"01","NT","Indicator (Stage 1)",15,5,20,35,3245
2024,"01","NT","Indicator (Stage 1)",18,9,62,80,3245
2024,"01","QLD","Indicator (Stage 1)",0,34,12063,12063,1924679
2024,"01","SA","Laboratory or Toxicology (Stage 3)",0,0,0,53,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",0,0,1,3,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",0,0,2,6,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",0,0,5,29,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",0,0,8,24,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",1,0,0,2,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",1,0,3,1,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",4,0,3,0,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",6,1,1,8,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",7,0,3,9,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",20,7,22,1,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",27,0,3,28,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",27,4,32,1,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",34,0,12,37,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",35,0,8,45,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",63,1,17,66,58730
2024,"01","SA","Laboratory or Toxicology (Stage 3)",77,1,43,128,58730
2024,"01","TAS","Indicator (Stage 1)",0,0,0,303,11926
2024,"01","VIC","Indicator (Stage 1)",0,0,0,703,277470
2024,"01","WA","Indicator (Stage 1)",0,0,0,660,178951
2024,"01","WA","Laboratory or Toxicology (Stage 3)",0,0,0,660,178951
2024,"01","WA","Not applicable",0,0,2,0,178951
2024,"01","WA","Not applicable",0,0,4,0,178951
2024,"01","WA","Not applicable",0,0,68,0,178951
2024,"01","WA","Not applicable",0,1,249,0,178951
2024,"01","WA","Not applicable",0,2,302,0,178951
2024,"01","WA","Secondary Confirmatory (Stage 2)",0,0,0,660,178951
2024,"02","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,4,4257
2024,"02","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,2,4257
2024,"02","ACT","Laboratory or Toxicology (Stage 3)",0,1,1,1,4257
2024,"02","ACT","Laboratory or Toxicology (Stage 3)",0,1,2,4,4257
2024,"02","ACT","Laboratory or Toxicology (Stage 3)",0,1,4,4,4257
2024,"02","NSW","Indicator (Stage 1)",0,0,1,10,219414
2024,"02","NSW","Indicator (Stage 1)",0,0,2,14,219414
2024,"02","NSW","Indicator (Stage 1)",0,0,4,4,219414
2024,"02","NSW","Indicator (Stage 1)",1,0,0,5,219414
2024,"02","NSW","Indicator (Stage 1)",1,0,1,8,219414
2024,"02","NSW","Indicator (Stage 1)",1,0,2,9,219414
2024,"02","NSW","Indicator (Stage 1)",1,0,6,7,219414
2024,"02","NSW","Indicator (Stage 1)",1,0,7,8,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,0,4,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,1,3,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,2,4,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,4,12,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,5,7,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,6,8,219414
2024,"02","NSW","Indicator (Stage 1)",2,0,25,27,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,0,6,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,1,4,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,2,5,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,4,7,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,5,8,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,6,9,219414
2024,"02","NSW","Indicator (Stage 1)",3,0,10,13,219414
2024,"02","NSW","Indicator (Stage 1)",4,0,0,4,219414
2024,"02","NSW","Indicator (Stage 1)",4,0,14,18,219414
2024,"02","NSW","Indicator (Stage 1)",4,0,15,19,219414
2024,"02","NSW","Indicator (Stage 1)",4,0,22,26,219414
2024,"02","NSW","Indicator (Stage 1)",5,0,4,9,219414
2024,"02","NSW","Indicator (Stage 1)",6,0,3,9,219414
2024,"02","NSW","Indicator (Stage 1)",7,0,11,18,219414
2024,"02","NSW","Indicator (Stage 1)",8,0,8,16,219414
2024,"02","NSW","Indicator (Stage 1)",8,0,22,30,219414
2024,"02","NSW","Indicator (Stage 1)",9,0,6,15,219414
2024,"02","NSW","Indicator (Stage 1)",9,0,13,22,219414
2024,"02","NSW","Indicator (Stage 1)",9,0,21,30,219414
2024,"02","NSW","Indicator (Stage 1)",10,0,24,34,219414
2024,"02","NSW","Indicator (Stage 1)",11,0,4,15,219414
2024,"02","NSW","Indicator (Stage 1)",12,0,16,28,219414
2024,"02","NSW","Indicator (Stage 1)",12,0,21,33,219414
2024,"02","NSW","Indicator (Stage 1)",14,0,15,29,219414
2024,"02","NSW","Indicator (Stage 1)",30,0,107,137,219414
2024,"02","NSW","Indicator (Stage 1)",32,0,98,130,219414
2024,"02","NSW","Indicator (Stage 1)",34,0,103,137,219414
2024,"02","NSW","Indicator (Stage 1)",35,0,40,75,219414
2024,"02","NSW","Indicator (Stage 1)",37,0,35,72,219414
2024,"02","NSW","Indicator (Stage 1)",40,0,88,128,219414
2024,"02","NSW","Indicator (Stage 1)",47,0,33,80,219414
2024,"02","NSW","Indicator (Stage 1)",47,0,37,84,219414
2024,"02","NSW","Indicator (Stage 1)",53,0,36,89,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,15,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,16,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,12,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,4,16,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,5,5,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,21,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,12,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,15,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,3,4,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,4,5,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,6,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,1,6,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,2,8,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,4,18,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,6,8,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,7,18,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,1,8,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,2,10,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,3,6,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,5,8,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,7,10,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,0,8,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,2,6,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,11,15,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,19,23,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",6,0,7,13,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",6,0,10,16,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",7,0,16,23,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",8,0,5,13,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",8,0,6,14,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",8,0,14,22,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",9,0,2,11,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",9,0,34,43,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",10,0,18,28,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",10,0,49,59,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",13,0,15,28,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",15,0,11,26,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",15,0,44,59,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",20,0,53,73,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",23,0,72,95,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",23,0,79,102,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",24,0,83,107,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",30,0,33,63,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",30,0,62,92,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",36,0,37,73,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",43,0,28,71,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",45,0,36,81,219414
2024,"02","NSW","Laboratory or Toxicology (Stage 3)",48,0,30,78,219414
2024,"02","NT","Indicator (Stage 1)",11,11,39,50,4147
2024,"02","NT","Indicator (Stage 1)",23,11,62,85,4147
2024,"02","NT","Indicator (Stage 1)",28,15,68,96,4147
2024,"02","SA","Laboratory or Toxicology (Stage 3)",0,0,0,62,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",0,0,1,0,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",0,1,3,20,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",0,1,5,31,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",1,0,0,0,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",2,0,1,4,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",4,0,1,5,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",4,2,7,1,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",7,0,3,8,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",15,4,17,0,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",15,6,23,0,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",21,0,4,16,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",31,0,7,38,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",37,0,8,48,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",42,0,29,78,46614
2024,"02","SA","Laboratory or Toxicology (Stage 3)",69,1,44,112,46614
2024,"02","TAS","Indicator (Stage 1)",0,0,0,178,9680
2024,"02","VIC","Indicator (Stage 1)",0,0,0,615,200655
2024,"02","WA","Indicator (Stage 1)",0,0,0,549,147605
2024,"02","WA","Laboratory or Toxicology (Stage 3)",0,0,0,549,147605
2024,"02","WA","Not applicable",0,0,56,0,147605
2024,"02","WA","Not applicable",0,0,194,0,147605
2024,"02","WA","Not applicable",0,1,254,0,147605
2024,"02","WA","Secondary Confirmatory (Stage 2)",0,0,0,549,147605
2024,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,3,5804
2024,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,4,5804
2024,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,3,3,5804
2024,"03","ACT","Laboratory or Toxicology (Stage 3)",0,1,4,4,5804
2024,"03","NSW","Indicator (Stage 1)",0,0,1,11,383418
2024,"03","NSW","Indicator (Stage 1)",0,0,2,10,383418
2024,"03","NSW","Indicator (Stage 1)",0,0,3,9,383418
2024,"03","NSW","Indicator (Stage 1)",0,0,8,8,383418
2024,"03","NSW","Indicator (Stage 1)",1,0,0,2,383418
2024,"03","NSW","Indicator (Stage 1)",1,0,1,12,383418
2024,"03","NSW","Indicator (Stage 1)",1,0,2,18,383418
2024,"03","NSW","Indicator (Stage 1)",1,0,3,4,383418
2024,"03","NSW","Indicator (Stage 1)",1,0,5,6,383418
2024,"03","NSW","Indicator (Stage 1)",1,0,7,8,383418
2024,"03","NSW","Indicator (Stage 1)",2,0,1,6,383418
2024,"03","NSW","Indicator (Stage 1)",2,0,2,12,383418
2024,"03","NSW","Indicator (Stage 1)",2,0,3,5,383418
2024,"03","NSW","Indicator (Stage 1)",2,0,4,12,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,1,4,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,2,15,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,3,6,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,5,16,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,6,9,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,7,10,383418
2024,"03","NSW","Indicator (Stage 1)",3,0,25,28,383418
2024,"03","NSW","Indicator (Stage 1)",4,0,4,16,383418
2024,"03","NSW","Indicator (Stage 1)",4,0,6,10,383418
2024,"03","NSW","Indicator (Stage 1)",4,0,7,11,383418
2024,"03","NSW","Indicator (Stage 1)",4,0,8,12,383418
2024,"03","NSW","Indicator (Stage 1)",4,0,24,28,383418
2024,"03","NSW","Indicator (Stage 1)",5,0,2,7,383418
2024,"03","NSW","Indicator (Stage 1)",5,0,35,40,383418
2024,"03","NSW","Indicator (Stage 1)",6,0,0,6,383418
2024,"03","NSW","Indicator (Stage 1)",6,0,8,14,383418
2024,"03","NSW","Indicator (Stage 1)",6,0,32,38,383418
2024,"03","NSW","Indicator (Stage 1)",6,0,34,40,383418
2024,"03","NSW","Indicator (Stage 1)",8,0,2,10,383418
2024,"03","NSW","Indicator (Stage 1)",8,0,17,25,383418
2024,"03","NSW","Indicator (Stage 1)",9,0,7,16,383418
2024,"03","NSW","Indicator (Stage 1)",9,0,16,25,383418
2024,"03","NSW","Indicator (Stage 1)",9,0,24,33,383418
2024,"03","NSW","Indicator (Stage 1)",10,0,10,20,383418
2024,"03","NSW","Indicator (Stage 1)",10,0,26,36,383418
2024,"03","NSW","Indicator (Stage 1)",12,0,10,44,383418
2024,"03","NSW","Indicator (Stage 1)",12,0,19,31,383418
2024,"03","NSW","Indicator (Stage 1)",13,0,23,36,383418
2024,"03","NSW","Indicator (Stage 1)",20,0,7,27,383418
2024,"03","NSW","Indicator (Stage 1)",20,0,29,49,383418
2024,"03","NSW","Indicator (Stage 1)",21,0,21,42,383418
2024,"03","NSW","Indicator (Stage 1)",25,0,24,49,383418
2024,"03","NSW","Indicator (Stage 1)",25,0,94,119,383418
2024,"03","NSW","Indicator (Stage 1)",27,0,27,54,383418
2024,"03","NSW","Indicator (Stage 1)",33,0,132,165,383418
2024,"03","NSW","Indicator (Stage 1)",38,0,54,92,383418
2024,"03","NSW","Indicator (Stage 1)",43,0,40,83,383418
2024,"03","NSW","Indicator (Stage 1)",48,0,105,153,383418
2024,"03","NSW","Indicator (Stage 1)",48,0,121,169,383418
2024,"03","NSW","Indicator (Stage 1)",58,0,48,106,383418
2024,"03","NSW","Indicator (Stage 1)",59,0,29,88,383418
2024,"03","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,22,383418
